Region	Kod Teryt	Kod BDR	Zadłużenie gmin	Jednostka	Okres
Małkinia Górna	1416052	1142616052	32.0866	%	2015
Jabłonowo Pomorskie	0402073	6040702073	32.0867	%	2015
Stary Zamość	0620112	3061020112	32.1673	%	2015
Mielnik	2010052	3203810052	32.18	%	2015
Zwoleń	1436053	1142736053	32.1972	%	2015
Teresin	1428082	1143028082	32.2101	%	2015
Mikołów	2408021	2245108021	32.2125	%	2015
Kramsk	3010052	4305810052	32.2265	%	2015
Niegowa	2409032	2244609032	32.2982	%	2015
Kołczygłowy	2201042	6224101042	32.3025	%	2015
Nidzica	2811043	6285611043	32.319	%	2015
Jawor	0205011	5020105011	32.3357	%	2015
Zakrzew	1425132	1142725132	32.3487	%	2015
Łącko	1210092	2122210092	32.4017	%	2015
Świętajno	2813052	6285513052	32.407	%	2015
Strzyżów	1819043	3183519043	32.4131	%	2015
Karniewo	1411032	1142611032	32.4299	%	2015
Ostrów	1815022	3183515022	32.4335	%	2015
Garbatka-Letnisko	1407012	1142707012	32.44	%	2015
Sobków	2602082	3265302082	32.4528	%	2015
Garwolin-miasto	1403011	1142903011	32.4745	%	2015
Lipnica	2201052	6224101052	32.4881	%	2015
Pionki-miasto	1425011	1142725011	32.4957	%	2015
Zławieś Wielka	0415092	6040615092	32.5215	%	2015
Dynów-miasto	1816011	3183516011	32.5615	%	2015
Gawłuszowice	1811042	3183611042	32.5935	%	2015
Dziadkowice	2010032	3203810032	32.6076	%	2015
Malczyce	0218022	5020418022	32.6484	%	2015
Iława-miasto	2807011	6285407011	32.6722	%	2015
Mogielnica	1406073	1143006073	32.7195	%	2015
Chłopice	1804032	3183404032	32.7479	%	2015
Parysów	1403092	1142903092	32.755	%	2015
Komorniki	3021072	4306121072	32.7673	%	2015
Golub-Dobrzyń-wieś	0405032	6040705032	32.8891	%	2015
Dźwierzuty	2817022	6285617022	32.9754	%	2015
Poręba	2416011	2245016011	32.9793	%	2015
Miejsce Piastowe	1807072	3183307072	33.0084	%	2015
Lelkowo	2802042	6285402042	33.0123	%	2015
Zarzecze	1814092	3183414092	33.0164	%	2015
Świdwin-wieś	3216062	4326316062	33.021	%	2015
Korczyna	1807052	3183307052	33.0274	%	2015
Purda	2814102	6285614102	33.0292	%	2015
Bestwina	2402022	2244402022	33.0479	%	2015
Limanowa-wieś	1207072	2122207072	33.1021	%	2015
Osielsko	0403062	6040603062	33.1474	%	2015
Dobra	3218013	4326418013	33.1854	%	2015
Zduńska Wola-miasto	1019011	1101819011	33.2024	%	2015
Żmudź	0603142	3061003142	33.2234	%	2015
Kondratowice	0217022	5020417022	33.2701	%	2015
Olsztynek	2814093	6285614093	33.2818	%	2015
Mucharz	1218052	2122318052	33.2955	%	2015
Kalisz Pomorski	3203033	4326303033	33.3069	%	2015
Bircza	1813012	3183413012	33.3316	%	2015
Liszki	1206072	2122006072	33.3484	%	2015
Głogów Małopolski	1816063	3183516063	33.3503	%	2015
Bieruń	2414011	2245114011	33.3597	%	2015
Kochanowice	2407052	2244507052	33.3619	%	2015
Ornontowice	2408042	2245108042	33.3835	%	2015
Słupsk-wieś	2212082	6224112082	33.3938	%	2015
Krypno	2008052	3203908052	33.397	%	2015
Perzów	3008052	4305708052	33.4219	%	2015
Świerczów	1606042	5163106042	33.4308	%	2015
Kozielice	3212022	4326412022	33.4391	%	2015
Krobia	3004033	4305904033	33.4491	%	2015
Zamość-wieś	0620142	3061020142	33.4546	%	2015
Łoniów	2609052	3265309052	33.4634	%	2015
Malanów	3027052	4305827052	33.4726	%	2015
Rokiciny	1016072	1101716072	33.5108	%	2015
Dzierżoniów-wieś	0202052	5020302052	33.5235	%	2015
Jedwabno	2817032	6285617032	33.5289	%	2015
Klimontów	2609032	3265309032	33.5342	%	2015
Chojnów-wieś	0209022	5020209022	33.5434	%	2015
Krapkowice	1605023	5163205023	33.546	%	2015
Będzino	3209012	4326309012	33.5466	%	2015
Złota	2608052	3265308052	33.5528	%	2015
Bobrowniki	0408022	6040808022	33.6	%	2015
Sopot	2264011	6224364011	33.6163	%	2015
Pelplin	2214043	6224214043	33.627	%	2015
Puławy-miasto	0614011	3061214011	33.6369	%	2015
Krajenka	3031033	4306031033	33.6478	%	2015
Szczecinek-miasto	3215011	4326315011	33.6525	%	2015
Zduny	1005102	1101905102	33.6726	%	2015
Bełżec	0618022	3061018022	33.6775	%	2015
Wielka Wieś	1206152	2122006152	33.6929	%	2015
Słubice	0805053	4081305053	33.6937	%	2015
Biała Rawska	1013023	1101913023	33.7066	%	2015
Żyrardów	1438011	1143038011	33.724	%	2015
Kłaj	1219032	2122019032	33.7357	%	2015
Oświęcim-miasto	1213011	2122313011	33.7531	%	2015
Wałcz-miasto	3217011	4326317011	33.7561	%	2015
Radków	2613042	3265313042	33.7769	%	2015
Stare Juchy	2805052	6285505052	33.7819	%	2015
Rydzyna	3013043	4305913043	33.7883	%	2015
Cieszków	0213012	5020413012	33.8061	%	2015
Iwonicz-Zdrój	1807033	3183307033	33.8285	%	2015
Grodzisk	2010042	3203810042	33.8675	%	2015
Kiełczygłów	1009022	1101809022	33.8869	%	2015
Olszanka	1410032	1142610032	33.8872	%	2015
Ełk-miasto	2805011	6285505011	33.9047	%	2015
Sulejówek	1412151	1142912151	33.9151	%	2015
Skórzec	1426092	1142626092	33.921	%	2015
Ojrzeń	1402062	1142502062	33.928	%	2015
Inowłódz	1016052	1101716052	33.942	%	2015
Lubomierz	0212023	5020112023	33.9467	%	2015
Ostrów Wielkopolski-wieś	3017042	4305717042	33.9735	%	2015
Bogatynia	0225033	5020125033	34.0018	%	2015
Miłki	2806062	6285506062	34.0065	%	2015
Strumień	2403113	2244403113	34.0111	%	2015
Międzyrzec Podlaski-miasto	0601011	3060901011	34.0251	%	2015
Bielawa	0202011	5020302011	34.05	%	2015
Michów	0608082	3061108082	34.07	%	2015
Grudziądz-wieś	0406012	6040706012	34.0718	%	2015
Dziadowa Kłoda	0214042	5020414042	34.1118	%	2015
Nurzec-Stacja	2010072	3203810072	34.125	%	2015
Zbuczyn	1426132	1142626132	34.168	%	2015
Strzyżewice	0609122	3061109122	34.1719	%	2015
Opalenica	3015053	4305915053	34.2304	%	2015
Radłów	1216052	2122416052	34.24	%	2015
Wieruszów	1018073	1101818073	34.2455	%	2015
Bolków	0205023	5020105023	34.2542	%	2015
Radomin	0405052	6040705052	34.2881	%	2015
Tychowo	3201042	4326301042	34.3022	%	2015
Stromiec	1401052	1142701052	34.3045	%	2015
Borek Wielkopolski	3004013	4305904013	34.345	%	2015
Milanówek	1405011	1143005011	34.3618	%	2015
Opole	1661011	5163261011	34.3876	%	2015
Płońsk-wieś	1420092	1142520092	34.4006	%	2015
Kazimierz Biskupi	3010032	4305810032	34.4156	%	2015
Batorz	0605012	3061205012	34.422	%	2015
Pyrzyce	3212053	4326412053	34.422	%	2015
Kurzętnik	2812042	6285412042	34.4422	%	2015
Lubawa-miasto	2807021	6285407021	34.4463	%	2015
Luboń	3021011	4306121011	34.4555	%	2015
Galewice	1018032	1101818032	34.4929	%	2015
Kościerzyna-miasto	2206011	6224206011	34.495	%	2015
Dobczyce	1209013	2122009013	34.4993	%	2015
Chocz	3020013	4305720013	34.5142	%	2015
Lwówek	3015023	4305915023	34.5758	%	2015
Nowa Ruda-miasto	0208041	5020308041	34.5862	%	2015
Rumia	2215021	6224015021	34.6115	%	2015
Łapsze Niżne	1211082	2122211082	34.6592	%	2015
Wojkowice	2401031	2245001031	34.6761	%	2015
Halinów	1412073	1142912073	34.6949	%	2015
Klembów	1434072	1142934072	34.6969	%	2015
Sadki	0410042	6040810042	34.7108	%	2015
Oleszyce	1809063	3183409063	34.7306	%	2015
Popielów	1609092	5163209092	34.7364	%	2015
Iłowo-Osada	2803032	6285403032	34.7758	%	2015
Firlej	0608032	3061108032	34.7764	%	2015
Słomniki	1206123	2122006123	34.777	%	2015
Pieszyce	0202031	5020302031	34.8195	%	2015
Osiek	0402082	6040702082	34.9173	%	2015
Łuków-miasto	0611011	3061211011	34.9406	%	2015
Grunwald	2815032	6285415032	34.9818	%	2015
Pruszcz Gdański-miasto	2204011	6224004011	34.9937	%	2015
Gronowo Elbląskie	2804032	6285404032	34.9951	%	2015
Jabłonka	1211052	2122211052	35.0139	%	2015
Skawina	1206113	2122006113	35.0242	%	2015
Białośliwie	3019022	4306019022	35.0376	%	2015
Pińczów	2608043	3265308043	35.0473	%	2015
Tuszyn	1006113	1101506113	35.0838	%	2015
Bukowiec	0414012	6040714012	35.1005	%	2015
Szczuczyn	2004053	3203904053	35.2211	%	2015
Zduny	3012063	4305712063	35.2293	%	2015
Turek-miasto	3027011	4305827011	35.2552	%	2015
Duszniki-Zdrój	0208011	5020308011	35.2853	%	2015
Nowogrodziec	0201043	5020101043	35.337	%	2015
Pawonków	2407072	2244507072	35.3528	%	2015
Imielno	2602012	3265302012	35.3629	%	2015
Błaszki	1014023	1101814023	35.3636	%	2015
Nowa Dęba	1820043	3183620043	35.3642	%	2015
Mały Płock	2006042	3203806042	35.3711	%	2015
Łęka Opatowska	3008042	4305708042	35.4067	%	2015
Przecław	1811072	3183611072	35.425	%	2015
Szklarska Poręba	0206041	5020106041	35.4512	%	2015
Ujsoły	2417142	2244417142	35.4914	%	2015
Kadzidło	1415052	1142615052	35.6013	%	2015
Uścimów	0608132	3061108132	35.6267	%	2015
Chocianów	0216013	5020216013	35.6351	%	2015
Konopnica	1017032	1101817032	35.6473	%	2015
Polanów	3209063	4326309063	35.6558	%	2015
Jasieniec	1406062	1143006062	35.6747	%	2015
Stalowa Wola	1818011	3183618011	35.7131	%	2015
Rymań	3208052	4326308052	35.7248	%	2015
Wojnicz	1216132	2122416132	35.7411	%	2015
Inowrocław-miasto	0407011	6040807011	35.8029	%	2015
Nakło nad Notecią	0410033	6040810033	35.821	%	2015
Dobrodzień	1608013	5163208013	35.8272	%	2015
Mniszków	1007032	1101707032	35.8366	%	2015
Wysokie	0609152	3061109152	35.8798	%	2015
Zabłudów	2002143	3203702143	35.9229	%	2015
Cmolas	1806012	3183506012	35.9524	%	2015
Olecko	2813043	6285513043	35.9597	%	2015
Wierzchowo	3203052	4326303052	35.9852	%	2015
Bieliny	2604012	3265204012	35.9919	%	2015
Małogoszcz	2602033	3265302033	36.0077	%	2015
Biskupiec	2812022	6285412022	36.0231	%	2015
Stryszawa	1215072	2122315072	36.0729	%	2015
Żyrzyn	0614112	3061214112	36.0824	%	2015
Gościno	3208032	4326308032	36.1795	%	2015
Głusk	0609052	3061109052	36.2189	%	2015
Borowa	1811022	3183611022	36.2286	%	2015
Pęczniew	1011022	1101811022	36.2319	%	2015
Nowy Wiśnicz	1201063	2122001063	36.2319	%	2015
Górno	2604062	3265204062	36.2623	%	2015
Mogilno	0409033	6040809033	36.278	%	2015
Radków	0208123	5020308123	36.2841	%	2015
Drawsko Pomorskie	3203023	4326303023	36.2854	%	2015
Świdnica-miasto	0219011	5020319011	36.2908	%	2015
Pokrzywnica	1424032	1142624032	36.3065	%	2015
Panki	2406062	2244606062	36.3137	%	2015
Kozłowo	2811032	6285611032	36.315	%	2015
Trawniki	0617052	3061117052	36.3395	%	2015
Szczytna	0208143	5020308143	36.346	%	2015
Biała Piska	2816013	6285516013	36.3511	%	2015
Zgorzelec-wieś	0225072	5020125072	36.3537	%	2015
Grybów-miasto	1210011	2122210011	36.3628	%	2015
Pajęczno	1009043	1101809043	36.4115	%	2015
Strzelce Wielkie	1009072	1101809072	36.4691	%	2015
Drużbice	1001032	1101701032	36.4913	%	2015
Wierzbica	0603122	3061003122	36.5006	%	2015
Kunów	2607053	3265207053	36.505	%	2015
Nowy Dwór Mazowiecki	1414011	1142914011	36.6308	%	2015
Wilkowice	2402102	2244402102	36.6679	%	2015
Dobromierz	0219032	5020319032	36.711	%	2015
Biała Podlaska-miasto	0661011	3060961011	36.7734	%	2015
Karpacz	0206011	5020106011	36.7921	%	2015
Jeżów	1021042	1101521042	36.8261	%	2015
Ostróda-miasto	2815011	6285415011	36.8773	%	2015
Trzebinia	1203053	2122303053	36.8909	%	2015
Raszyn	1421062	1143021062	36.9262	%	2015
Ciechanów-miasto	1402011	1142502011	36.932	%	2015
Bisztynek	2801043	6285601043	36.945	%	2015
Jednorożec	1422042	1142622042	36.9685	%	2015
Cewice	2208032	6224108032	36.9924	%	2015
Niemcza	0202073	5020302073	36.9965	%	2015
Stronie Śląskie	0208133	5020308133	37.0097	%	2015
Sulików	0225052	5020125052	37.0142	%	2015
Milejów	0610042	3061110042	37.0398	%	2015
Lędziny	2414031	2245114031	37.075	%	2015
Sadowne	1433072	1142633072	37.0796	%	2015
Unisław	0404072	6040704072	37.0869	%	2015
Harasiuki	1812012	3183612012	37.0943	%	2015
Wieluń	1017093	1101817093	37.1096	%	2015
Ostrołęka	1461011	1142661011	37.1359	%	2015
Człuchów-miasto	2203011	6224103011	37.1695	%	2015
Czarna	1801032	3183301032	37.1707	%	2015
Karczmiska	0612032	3061212032	37.1734	%	2015
Świerzno	3207052	4326607052	37.2497	%	2015
Błonie	1432013	1143032013	37.2701	%	2015
Drobin	1419053	1142519053	37.4633	%	2015
Babimost	0809013	4081409013	37.4962	%	2015
Wodzisław Śląski	2415041	2244915041	37.5234	%	2015
Gdańsk	2261011	6224361011	37.5485	%	2015
Warnice	3212062	4326412062	37.5582	%	2015
Prudnik	1610043	5163110043	37.5988	%	2015
Drawno	3202033	4326402033	37.6359	%	2015
Czerwonak	3021042	4306121042	37.6585	%	2015
Węgorzyno	3218053	4326418053	37.6589	%	2015
Huszlew	1410012	1142610012	37.659	%	2015
Lipowa	2417062	2244417062	37.6643	%	2015
Bogdaniec	0801022	4081301022	37.6687	%	2015
Nowogród Bobrzański	0809053	4081409053	37.6985	%	2015
Komarówka Podlaska	0615052	3060915052	37.7252	%	2015
Włocławek-wieś	0418132	6040818132	37.7324	%	2015
Wielichowo	3005053	4305905053	37.7595	%	2015
Jemielno	0204022	5020204022	37.7949	%	2015
Pielgrzymka	0226032	5020126032	37.7982	%	2015
Świercze	1424052	1142624052	37.8063	%	2015
Kotuń	1426032	1142626032	37.8253	%	2015
Przygodzice	3017052	4305717052	37.8402	%	2015
Grzmiąca	3215052	4326315052	37.8481	%	2015
Pawłowice	2410042	2245110042	37.9317	%	2015
Syców	0214073	5020414073	37.991	%	2015
Wapno	3028062	4306028062	38.01	%	2015
Krzywcza	1813052	3183413052	38.0152	%	2015
Ozimek	1609083	5163209083	38.0195	%	2015
Łańcut-miasto	1810011	3183510011	38.0359	%	2015
Ożarów Mazowiecki	1432063	1143032063	38.0701	%	2015
Miłosław	3030023	4305830023	38.1117	%	2015
Kolbuszowa	1806023	3183506023	38.1192	%	2015
Brodnica-miasto	0402011	6040702011	38.1212	%	2015
Tuczna	0601172	3060901172	38.1267	%	2015
Nysa	1607053	5163107053	38.1289	%	2015
Stoszowice	0224042	5020324042	38.1348	%	2015
Piecki	2810042	6285610042	38.1537	%	2015
Wągrowiec-miasto	3028011	4306028011	38.1579	%	2015
Dobra (Szczecińska)	3211012	4326611012	38.1605	%	2015
Młodzieszyn	1428042	1143028042	38.1983	%	2015
Gołuchów	3020052	4305720052	38.2045	%	2015
Ciechanowiec	2013023	3203813023	38.2492	%	2015
Żyraków	1803072	3183603072	38.2824	%	2015
Tarłów	2606072	3265306072	38.3085	%	2015
Szczawin Kościelny	1404052	1142504052	38.3517	%	2015
Czarnków-miasto	3002011	4306002011	38.3728	%	2015
Goniądz	2008013	3203908013	38.3914	%	2015
Modliborzyce	0605063	3061205063	38.4159	%	2015
Wołomin	1434123	1142934123	38.4597	%	2015
Zator	1213093	2122313093	38.5444	%	2015
Żarów	0219083	5020319083	38.5684	%	2015
Sochaczew-miasto	1428011	1143028011	38.5863	%	2015
Poronin	1217052	2122217052	38.5999	%	2015
Iława-wieś	2807032	6285407032	38.6016	%	2015
Bejsce	2603012	3265303012	38.6187	%	2015
Połczyn-Zdrój	3216033	4326316033	38.6631	%	2015
Lubań-miasto	0210011	5020110011	38.7251	%	2015
Narewka	2005092	3203805092	38.7337	%	2015
Borzechów	0609022	3061109022	38.7584	%	2015
Przesmyki	1426072	1142626072	38.7908	%	2015
Bełchatów-wieś	1001022	1101701022	38.8044	%	2015
Baligród	1821012	3183321012	38.8054	%	2015
Stawiski	2006053	3203806053	38.8138	%	2015
Markowa	1810052	3183510052	38.8889	%	2015
Ziębice	0224063	5020324063	38.9221	%	2015
Libiąż	1203043	2122303043	38.9302	%	2015
Laskowa	1207062	2122207062	39.0016	%	2015
Duszniki	3024022	4306124022	39.0305	%	2015
Rybczewice	0617042	3061117042	39.0364	%	2015
Gnojnik	1202052	2122402052	39.041	%	2015
Zabierzów	1206162	2122006162	39.0722	%	2015
Złoty Stok	0224073	5020324073	39.1245	%	2015
Koniecpol	2404063	2244604063	39.1604	%	2015
Wejherowo-wieś	2215102	6224015102	39.1713	%	2015
Grodzisk Mazowiecki	1405043	1143005043	39.1852	%	2015
Osiek Jasielski	1805082	3183305082	39.1929	%	2015
Ustronie Morskie	3208072	4326308072	39.2075	%	2015
Jaktorów	1405052	1143005052	39.2368	%	2015
Boniewo	0418032	6040818032	39.2447	%	2015
Krzeszów	1812042	3183612042	39.2914	%	2015
Raba Wyżna	1211112	2122211112	39.3688	%	2015
Kędzierzyn-Koźle	1603011	5163203011	39.3769	%	2015
Krzeszowice	1206063	2122006063	39.378	%	2015
Łękawica	2417072	2244417072	39.3811	%	2015
Świnoujście	3263011	4326663011	39.3916	%	2015
Nowogard	3204043	4326604043	39.4177	%	2015
Szczyrk	2402011	2244402011	39.4468	%	2015
Lipie	2406032	2244606032	39.4543	%	2015
Nekla	3030033	4305830033	39.482	%	2015
Korsze	2808043	6285608043	39.4861	%	2015
Ulhówek	0618132	3061018132	39.4969	%	2015
Podgórzyn	0206082	5020106082	39.5181	%	2015
Gruta	0406022	6040706022	39.5295	%	2015
Pacyna	1404032	1142504032	39.5572	%	2015
Lidzbark Warmiński-miasto	2809011	6285609011	39.5575	%	2015
Parzęczew	1020072	1101520072	39.6175	%	2015
Kozy	2402072	2244402072	39.676	%	2015
Domaszowice	1606012	5163106012	39.6877	%	2015
Bukowsko	1817032	3183317032	39.7093	%	2015
Wisznia Mała	0220042	5020420042	39.7681	%	2015
Śrem	3026043	4306126043	39.7774	%	2015
Czchów	1202033	2122402033	39.7801	%	2015
Słaboszów	1208072	2122008072	39.7933	%	2015
Starogard Gdański-miasto	2213031	6224213031	39.7957	%	2015
Dobrzany	3214033	4326414033	39.801	%	2015
Chorzele	1422023	1142622023	39.8066	%	2015
Bochnia-miasto	1201011	2122001011	39.8119	%	2015
Grodzisk Wielkopolski	3005023	4305905023	39.8294	%	2015
Szamotuły	3024073	4306124073	39.8363	%	2015
Kalisz	3061011	4305761011	39.8625	%	2015
Karczew	1417043	1142917043	39.9594	%	2015
Iwkowa	1202062	2122402062	39.9966	%	2015
Miastków Kościelny	1403082	1142903082	40.0401	%	2015
Brwinów	1421033	1143021033	40.0747	%	2015
Łodygowice	2417082	2244417082	40.0924	%	2015
Tczew-miasto	2214011	6224214011	40.0941	%	2015
Bardo	0224013	5020324013	40.1602	%	2015
Słupia	1015092	1101915092	40.1721	%	2015
Nowa Ruda-wieś	0208112	5020308112	40.2203	%	2015
Borowie	1403032	1142903032	40.2318	%	2015
Szudziałowo	2011102	3203711102	40.2372	%	2015
Troszyn	1415112	1142615112	40.2406	%	2015
Pątnów	1017072	1101817072	40.2844	%	2015
Zawichost	2609093	3265309093	40.2867	%	2015
Przechlewo	2203062	6224103062	40.2963	%	2015
Sępopol	2801063	6285601063	40.3119	%	2015
Katowice	2469011	2244869011	40.3329	%	2015
Jaworzyna Śląska	0219043	5020319043	40.3565	%	2015
Blachownia	2404013	2244604013	40.3756	%	2015
Komańcza	1817042	3183317042	40.3963	%	2015
Białowieża	2005022	3203805022	40.4205	%	2015
Czerwieńsk	0809033	4081409033	40.4263	%	2015
Zbiczno	0402102	6040702102	40.4437	%	2015
Trąbki Wielkie	2204082	6224004082	40.4562	%	2015
Szydłowiec	1430053	1142730053	40.4664	%	2015
Sulęczyno	2205072	6224005072	40.477	%	2015
Stargard Szczeciński-wieś	3214102	4326414102	40.4852	%	2015
Bolesław	1204012	2122404012	40.5408	%	2015
Poddębice	1011033	1101811033	40.5725	%	2015
Świekatowo	0414102	6040714102	40.6269	%	2015
Trzcińsko-Zdrój	3206083	4326606083	40.6515	%	2015
Gorzyce	2415062	2244915062	40.6626	%	2015
Strawczyn	2604182	3265204182	40.6857	%	2015
Zakroczym	1414063	1142914063	40.6948	%	2015
Wojsławice	0603132	3061003132	40.6963	%	2015
Bukowno	1212011	2122312011	40.7223	%	2015
Pacanów	2601042	3265301042	40.7537	%	2015
Czarny Dunajec	1211032	2122211032	40.766	%	2015
Częstochowa	2464011	2244664011	40.7873	%	2015
Chęciny	2604033	3265204033	40.8155	%	2015
Godziszów	0605042	3061205042	40.849	%	2015
Dzierżoniów-miasto	0202021	5020302021	40.9093	%	2015
Warszawa	1431001		40.9272	%	2015
Kije	2608022	3265308022	40.9481	%	2015
Góra	0204013	5020204013	40.9533	%	2015
Zarszyn	1817082	3183317082	40.955	%	2015
Gąbin	1419063	1142519063	40.9897	%	2015
Wola Uhruska	0619072	3060919072	40.9999	%	2015
Tarnów-miasto	1263011	2122463011	41.0653	%	2015
Kartuzy	2205023	6224005023	41.0692	%	2015
Długołęka	0223022	5020423022	41.0783	%	2015
Wiśniowa	1819052	3183519052	41.1269	%	2015
Miękinia	0218032	5020418032	41.1457	%	2015
Wąsosz	0204043	5020204043	41.1554	%	2015
Zagórz	1817073	3183317073	41.1814	%	2015
Wijewo	3013062	4305913062	41.312	%	2015
Tomaszów Mazowiecki-miasto	1016011	1101716011	41.3142	%	2015
Jarocin	3006023	4305706023	41.3378	%	2015
Śliwice	0416052	6040716052	41.364	%	2015
Sawin	0603102	3061003102	41.4105	%	2015
Wielgomłyny	1012132	1101712132	41.4195	%	2015
Radgoszcz	1204062	2122404062	41.439	%	2015
Pilzno	1803063	3183603063	41.4694	%	2015
Solec-Zdrój	2601052	3265301052	41.5114	%	2015
Koźmin Wielkopolski	3012033	4305712033	41.5256	%	2015
Sandomierz	2609011	3265309011	41.5336	%	2015
Ciasna	2407032	2244507032	41.574	%	2015
Jelenia Góra	0261011	5020161011	41.6004	%	2015
Skalbmierz	2603053	3265303053	41.6244	%	2015
Dąbrowa Zielona	2404022	2244604022	41.6717	%	2015
Puszczykowo	3021021	4306121021	41.7483	%	2015
Łeba	2208021	6224108021	41.7563	%	2015
Mstów	2404102	2244604102	41.7584	%	2015
Żołynia	1810072	3183510072	41.7806	%	2015
Sędziszów	2602063	3265302063	41.8408	%	2015
Drohiczyn	2010023	3203810023	41.8431	%	2015
Bytnica	0802032	4081402032	41.862	%	2015
Koczała	2203052	6224103052	41.8643	%	2015
Międzybórz	0214053	5020414053	41.8921	%	2015
Skierniewice-wieś	1015082	1101915082	41.9278	%	2015
Radom	1463011	1142763011	41.9618	%	2015
Kraśnik-miasto	0607011	3061207011	41.9644	%	2015
Świerklaniec	2413072	2244513072	41.9815	%	2015
Koprzywnica	2609043	3265309043	41.9826	%	2015
Jędrzejów	2602023	3265302023	42.0082	%	2015
Wądroże Wielkie	0205062	5020105062	42.0086	%	2015
Zielona Góra-miasto	0862011	4081462011	42.0237	%	2015
Lipnik	2606032	3265306032	42.0398	%	2015
Urszulin	0619052	3060919052	42.0686	%	2015
Kosakowo	2211052	6224011052	42.0908	%	2015
Brześć Kujawski	0418043	6040818043	42.0972	%	2015
Więcbork	0413043	6040713043	42.1157	%	2015
Marki	1434021	1142934021	42.1504	%	2015
Chojna	3206033	4326606033	42.192	%	2015
Oława-miasto	0215011	5020415011	42.1966	%	2015
Kórnik	3021093	4306121093	42.2219	%	2015
Raniżów	1806052	3183506052	42.3022	%	2015
Miłakowo	2815063	6285415063	42.3144	%	2015
Legnica	0262011	5020262011	42.3215	%	2015
Ludwin	0610022	3061110022	42.3395	%	2015
Grudziądz-miasto	0462011	6040762011	42.3438	%	2015
Nowa Sól-miasto	0804011	4081404011	42.3625	%	2015
Krzeszyce	0807012	4081307012	42.3847	%	2015
Pcim	1209042	2122009042	42.3952	%	2015
Sieniawa	1814073	3183414073	42.4759	%	2015
Radziemice	1214062	2122014062	42.4979	%	2015
Skierniewice-miasto	1063011	1101963011	42.514	%	2015
Konopiska	2404072	2244604072	42.6304	%	2015
Szlichtyngowa	0812023	4081412023	42.6771	%	2015
Cekcyn	0416012	6040716012	42.6955	%	2015
Jasienica Rosielna	1802052	3183302052	42.7081	%	2015
Stary Targ	2216042	6224216042	42.7312	%	2015
Sarnaki	1410052	1142610052	42.833	%	2015
Wieniawa	1423082	1142723082	42.8644	%	2015
Słońsk	0807032	4081307032	42.8754	%	2015
Ruciane-Nida	2816043	6285516043	42.8935	%	2015
Jasionówka	2008022	3203908022	42.8956	%	2015
Raków	2604162	3265204162	42.9221	%	2015
Suwałki-miasto	2063011	3203963011	42.9961	%	2015
Golczewo	3207023	4326607023	43.0178	%	2015
Tuchów	1216103	2122416103	43.0571	%	2015
Złoczew	1014113	1101814113	43.157	%	2015
Strzegom	0219063	5020319063	43.1609	%	2015
Świdnica-wieś	0219072	5020319072	43.1909	%	2015
Kozienice	1407053	1142707053	43.3254	%	2015
Wydminy	2806102	6285506102	43.3804	%	2015
Komarów-Osada	0620032	3061020032	43.3824	%	2015
Wieliszew	1408052	1142908052	43.4011	%	2015
Świętochłowice	2476011	2244876011	43.4014	%	2015
Wyszki	2003082	3203803082	43.4052	%	2015
Łomża-miasto	2062011	3203862011	43.6137	%	2015
Siedlisko	0804082	4081404082	43.6244	%	2015
Głogów-miasto	0203011	5020203011	43.6499	%	2015
Janowiec	0614032	3061214032	43.7286	%	2015
Zakopane	1217011	2122217011	43.8188	%	2015
Ujazd	1016102	1101716102	43.8792	%	2015
Człuchów-wieś	2203032	6224103032	43.8897	%	2015
Wodzisław	2602092	3265302092	43.9346	%	2015
Uście Gorlickie	1205102	2122205102	43.9447	%	2015
Brudzeń Duży	1419032	1142519032	43.9698	%	2015
Kolsko	0804032	4081404032	44.0321	%	2015
Domaniów	0215022	5020415022	44.0441	%	2015
Subkowy	2214052	6224214052	44.0513	%	2015
Debrzno	2203043	6224103043	44.0706	%	2015
Rąbino	3216042	4326316042	44.0837	%	2015
Gniewkowo	0407033	6040807033	44.1366	%	2015
Nowe Miasto Lubawskie-wieś	2812052	6285412052	44.1435	%	2015
Świlcza	1816122	3183516122	44.1974	%	2015
Bobolice	3209033	4326309033	44.2148	%	2015
Bartoszyce-wieś	2801032	6285601032	44.2265	%	2015
Orneta	2809053	6285609053	44.246	%	2015
Siedlec	3029022	4305929022	44.2895	%	2015
Kolno	2814082	6285614082	44.2897	%	2015
Płoskinia	2802062	6285402062	44.3081	%	2015
Szreńsk	1413072	1142513072	44.3428	%	2015
Tolkmicko	2804093	6285404093	44.3669	%	2015
Cieszyn	2403011	2244403011	44.4156	%	2015
Płoty	3205043	4326405043	44.4565	%	2015
Radomyśl nad Sanem	1818042	3183618042	44.4657	%	2015
Brzeziny-miasto	1021011	1101521011	44.508	%	2015
Bierzwnik	3202012	4326402012	44.6029	%	2015
Korycin	2011032	3203711032	44.6847	%	2015
Dąbrowa	1609022	5163209022	44.7271	%	2015
Łączna	2610032	3265210032	44.7927	%	2015
Nowa Słupia	2604132	3265204132	44.8636	%	2015
Czarne	2203023	6224103023	44.8858	%	2015
Markusy	2804042	6285404042	44.999	%	2015
Mrocza	0410023	6040810023	45.0331	%	2015
Opoczno	1007043	1101707043	45.0636	%	2015
Żukowo	2205083	6224005083	45.2889	%	2015
Ośno Lubuskie	0805033	4081305033	45.3058	%	2015
